SiO2,TiO2,Al2O3,FeO*,MnO,MgO,CaO,Na2O,K2O,P2O5,Sc,Cr,Rb,Sr,Ba,La,Ce,Th,Formation,FormationID
50.92,1.492,16.11,9.89,0.156,7.04,11.15,2.24,0.55,0.222,32,267,11,261,334,18,34,1,SaddleMountains,0
54.92,1.733,14.4,10.85,0.185,4.73,8.58,2.92,1.41,0.267,35,20,33,327,467,18,34,1,GrandeRonde,2
54.92,1.733,14.4,10.85,0.185,4.73,8.58,2.92,1.41,0.267,35,20,33,327,467,18,34,1,GrandeRonde,2
53.68,1.525,14.7,10.72,0.178,5.38,9.84,2.69,0.83,0.246,39,150,27,310,432,2,35,1,GrandeRonde,2
54.34,2.136,13.92,11.86,0.189,4.35,8.22,3.01,1.43,0.327,31,41,36,339,513,12,35,1,GrandeRonde,2
52.37,1.594,17.96,7.93,0.132,4.21,12.27,2.5,0.61,0.194,37,314,12,278,254,13,35,1,SaddleMountains,0
53.35,1.904,14.59,11.15,0.208,5.25,9.31,3.01,0.95,0.288,35,85,22,338,388,15,35,1,GrandeRonde,2
53.35,1.904,14.59,11.15,0.208,5.25,9.31,3.01,0.95,0.288,35,85,22,338,388,15,35,1,GrandeRonde,2
50.52,1.428,16.08,10.02,0.161,7.28,11.09,2.46,0.53,0.198,39,268,12,262,481,22,35,1,SaddleMountains,0
50.52,1.427,16.08,10.02,0.161,7.28,11.09,2.46,0.53,0.198,39,268,12,262,481,22,35,1,SaddleMountains,0
55.71,2.003,13.79,11.57,0.193,3.75,7.48,3.24,1.75,0.299,34,22,44,305,536,8,36,1,GrandeRonde,2
50.47,1.4,16.16,9.78,0.159,7.66,11.24,2.38,0.38,0.18,32,286,7,249,231,14,36,1,SaddleMountains,0
50.47,1.4,16.16,9.78,0.159,7.66,11.24,2.37,0.38,0.179,32,286,7,249,231,14,36,1,SaddleMountains,0
54.1,1.776,14.59,11.46,0.168,4.83,8.84,2.92,0.82,0.266,41,61,18,328,602,14,36,1,GrandeRonde,2
51.41,1.794,14.65,11,0.202,6.58,10.94,2.53,0.47,0.234,38,65,9,245,338,22,36,1,SaddleMountains,0
54.99,1.924,14.11,10.72,0.209,4.52,8.61,2.84,1.48,0.381,36,44,29,308,478,9,37,1,GrandeRonde,2
50.39,2.603,16.71,12.07,0.14,4.08,9.3,3.2,0.92,0.347,27,90,18,379,327,13,37,1,Imnaha,3
53.56,2.034,14.81,10.37,0.153,5.12,9.63,2.82,1.03,0.262,34,91,32,381,400,15,37,1,GrandeRonde,2
50.11,1.991,16.4,11.41,0.187,6.03,8.82,3.41,1.24,0.401,28,75,20,478,476,17,37,1,Steens,4
49.87,1.467,16.16,9.95,0.161,8.24,11,2.2,0.56,0.178,31,269,9,250,235,37,37,1,SaddleMountains,0
50.8,1.478,16.28,8.69,0.166,7.95,11.39,2.21,0.64,0.186,30,269,9,247,278,13,38,1,SaddleMountains,0
54.85,1.718,14.41,10.61,0.176,4.88,8.76,3.02,1.11,0.259,36,33,27,330,417,14,38,1,GrandeRonde,2
52.01,1.836,14.73,10.52,0.187,6.21,11.11,2.44,0.54,0.235,42,68,10,243,301,16,38,1,SaddleMountains,0
51.43,1.858,14.76,10.41,0.208,6,11.81,2.54,0.54,0.236,34,63,11,258,619,23,38,1,SaddleMountains,0
50.78,1.474,16.29,9.32,0.153,7.5,11.13,2.27,0.68,0.21,29,259,11,253,287,24,38,1,SaddleMountains,0
54.01,1.661,14.64,10.14,0.188,5.19,9.78,2.78,1.12,0.266,40,114,26,319,494,14,39,1,GrandeRonde,2
54.59,1.682,15.21,8.94,0.2,4.7,10.07,2.9,1.19,0.271,42,126,29,333,568,16,39,1,GrandeRonde,2
48.42,2.688,15.94,13.27,0.189,6.67,8.47,3.07,0.95,0.344,27,103,20,368,307,18,39,1,Imnaha,3
52.06,1.875,14.76,10.83,0.166,5.94,10.76,2.71,0.49,0.237,43,68,6,244,272,20,39,1,SaddleMountains,0
54.33,1.684,14.34,10.87,0.194,5.08,8.96,2.77,1.29,0.273,38,98,34,301,400,21,39,1,GrandeRonde,2
54.54,1.161,14.78,9.33,0.178,5.89,9.83,2.71,1.11,0.273,42,86,20,373,406,0.1,40,1,GrandeRonde,2
54.11,1.172,14.93,9.35,0.174,5.83,10.21,2.9,0.84,0.272,42,95,17,387,410,12,40,1,GrandeRonde,2
51.49,1.704,14.69,10.69,0.184,6.89,10.94,2.29,0.68,0.266,37,108,14,234,289,21,40,1,SaddleMountains,0
50.05,1.453,16.2,9.27,0.157,8.22,11.51,2.25,0.5,0.173,27,285,8,249,214,14,41,1,SaddleMountains,0
55.06,1.832,14.13,11.07,0.202,4.46,8.26,2.97,1.49,0.299,37,18,32,321,522,17,41,1,GrandeRonde,2
52.72,3.108,13.23,13.24,0.187,4.05,8.14,3.1,1.38,0.597,38,25,34,311,722,18,41,1,Wanapum,1
52.77,1.821,14.65,12.08,0.188,5.18,9,2.93,0.88,0.268,38,57,20,322,498,20,41,1,GrandeRonde,2
50.25,1.938,14.65,11.93,0.202,6.87,10.82,2.51,0.39,0.252,36,63,5,242,294,22,41,1,SaddleMountains,0
55.6,1.747,14.76,9.25,0.183,4.76,8.74,3.2,1.23,0.305,38,20,31,340,553,24,41,1,GrandeRonde,2
53.32,1.167,15.19,9.74,0.176,6.24,10.26,2.91,0.54,0.261,45,101,11,395,404,1,42,1,GrandeRonde,2
52.17,1.442,14.89,10.5,0.169,6.17,10.43,3.18,0.5,0.335,42,158,4,381,337,5,42,1,Wanapum,1
50.33,1.425,16.57,7.67,0.227,7.2,13.39,2.25,0.55,0.176,24,293,9,258,303,9,42,1,SaddleMountains,0
54.93,1.973,14.44,10.79,0.179,4.42,8.46,3.01,1.3,0.282,35,18,33,335,505,19,42,1,GrandeRonde,2
53.45,1.76,14.41,11.61,0.192,5.3,9.09,2.71,1.02,0.26,34,57,23,311,379,20,42,1,GrandeRonde,2
49.15,2.496,16.21,12.52,0.168,6.72,8.66,2.9,0.85,0.325,27,101,19,377,339,20,43,1,Imnaha,3
49.84,2.492,15.75,12.3,0.184,5.77,9.32,3.07,0.92,0.354,30,123,18,374,396,22,43,1,Imnaha,3
55.16,2.195,13.82,12.05,0.177,3.83,7.45,3.34,1.38,0.373,35,16,38,317,587,22,43,1,GrandeRonde,2
50.48,1.41,16.01,9.15,0.156,8.21,11.39,2.32,0.51,0.167,35,284,8,242,156,6,44,1,SaddleMountains,0
50.06,1.446,16.05,9.64,0.162,8.26,11.24,2.24,0.54,0.166,29,273,10,243,224,12,44,1,SaddleMountains,0
49.42,3.217,13.35,14.95,0.244,4.74,9.01,2.95,1.1,0.788,38,91,24,281,464,16,45,1,Wanapum,1
55.4,1.845,14.18,10.73,0.196,4.45,8,3.43,1.24,0.32,33,21,30,308,531,20,46,1,GrandeRonde,2
54.69,2.193,14.15,10.95,0.192,4.27,8.25,3.06,1.66,0.335,33,36,40,340,532,20,46,1,GrandeRonde,2
54.71,2.19,13.72,11.85,0.278,4.04,7.99,3.28,1.34,0.375,37,16,31,334,599,22,46,1,GrandeRonde,2
50.76,2.782,14.24,13.51,0.213,4.68,9.28,3.17,0.99,0.386,37,105,23,320,391,23,46,1,Imnaha,3
53.75,1.787,14.3,11.52,0.174,5.08,8.8,3.11,1.01,0.273,39,52,23,306,438,12,47,1,GrandeRonde,2
54.85,2.123,14.83,11.21,0.18,4.14,7.9,3.03,1.15,0.324,32,15,32,368,605,23,47,1,GrandeRonde,2
55.46,2.101,13.93,11.24,0.254,3.77,7.79,3.18,1.65,0.378,36,12,40,326,648,23,47,1,GrandeRonde,2
50.55,3.17,13.72,13.41,0.212,5.01,9.32,2.56,0.99,0.786,37,101,21,295,713,24,47,1,Wanapum,1
49.67,3.115,13.28,14.43,0.24,5.4,9.18,2.64,1.04,0.773,42,104,22,295,513,32,47,1,Wanapum,1
49.46,2.401,15.63,12.23,0.183,6.32,9.64,2.93,0.69,0.301,32,115,15,363,221,12,48,1,Imnaha,3
50.13,2.495,15.82,12.37,0.188,5.29,9.4,3.1,0.84,0.36,30,119,15,376,396,17,48,1,Imnaha,3
48.93,2.586,16.25,12.39,0.178,6.07,9.24,3.01,0.97,0.371,29,110,22,368,354,20,48,1,Imnaha,3
53.59,2.367,13.77,12.84,0.232,4.33,7.82,3.37,1.24,0.439,38,20,27,287,515,21,48,1,GrandeRonde,2
53.59,2.367,13.77,12.84,0.232,4.33,7.82,3.37,1.24,0.439,38,20,27,287,515,21,48,1,GrandeRonde,2
54.36,2.205,13.96,12.09,0.205,4.05,8.01,3.03,1.49,0.373,36,17,34,333,567,22,48,1,GrandeRonde,2
52.19,1.881,15.34,10.2,0.182,6,10.76,2.53,0.49,0.249,40,70,8,242,315,27,48,1,SaddleMountains,0
51.91,2.893,13.28,14.33,0.235,4.24,8.3,3.24,1.14,0.419,38,12,25,259,447,20,49,1,Imnaha,3
54.82,2.335,13.52,12.81,0.192,3.46,7.33,3.1,1.74,0.446,34,9,45,329,634,25,49,1,GrandeRonde,2
53.98,1.741,14.53,10.99,0.21,5.08,9.08,2.73,1.19,0.266,39,68,26,309,443,0.1,50,1,GrandeRonde,2
51.68,2.089,16.05,11.23,0.19,4.78,8.11,3.59,1.79,0.494,25,66,35,522,611,19,50,1,Steens,4
49.82,3.581,12.7,14.79,0.239,4.59,9.29,2.86,1.13,0.758,42,25,25,291,567,21,50,1,Wanapum,1
54.28,2.082,13.76,12.41,0.208,4.02,7.98,3,1.63,0.399,37,22,38,319,590,24,50,1,GrandeRonde,2
49.71,3.291,13.44,14.05,0.241,5.33,9.26,2.67,0.97,0.806,29,101,24,286,500,21,51,1,Wanapum,1
50.66,3.08,13.32,14.17,0.213,4.89,9.02,2.61,1.05,0.764,39,95,22,285,469,26,51,1,Wanapum,1
51.32,2.922,13.73,13.89,0.217,4.39,8.72,2.71,1.25,0.615,43,84,29,309,510,26,51,1,Wanapum,1
50.46,3.687,12.88,14.57,0.281,4.23,8.75,2.84,1.25,0.788,43,34,27,298,641,38,51,1,Wanapum,1
54.37,2.342,13.87,12.15,0.214,3.88,7.96,3.01,1.51,0.458,37,22,36,346,601,21,52,1,GrandeRonde,2
50.85,3.018,13.95,14.21,0.216,4.57,8.81,2.51,1.01,0.599,37,72,22,317,566,37,52,1,Wanapum,1
51.65,1.81,14.47,10.9,0.197,6.67,10.92,2.41,0.55,0.233,39,67,12,243,315,22,53,1,SaddleMountains,0
54.78,2.195,13.68,12.25,0.211,3.74,7.61,3.26,1.6,0.423,26,22,35,317,656,12,54,1,GrandeRonde,2
50.59,3.156,13.65,13.15,0.223,5.24,9.19,2.52,1.28,0.766,38,117,26,297,551,37,54,1,Wanapum,1
48.39,2.311,15.59,11,0.191,7.7,11.36,2.39,0.32,0.52,37,281,2,250,403,20,55,1,SaddleMountains,0
49.91,3.687,12.75,15.02,0.246,4.48,8.64,2.88,1.31,0.807,48,32,29,289,577,23,55,1,Wanapum,1
50.01,2.971,14.65,13.34,0.209,4.86,8.25,3.47,1.66,0.582,34,31,28,458,573,25,55,1,Steens,4
55.32,2.315,13.79,11.47,0.208,3.66,7.44,3.19,1.88,0.451,34,10,54,324,847,26,56,1,GrandeRonde,2
48.81,3.268,14.23,14.48,0.22,5.05,8.29,3.58,1.47,0.595,34,54,28,425,515,30,56,1,Steens,4
52.28,3.145,13.37,13.07,0.23,4.48,8.37,2.85,1.32,0.636,39,24,32,312,639,34,57,1,Wanapum,1
52.28,3.145,13.36,13.07,0.23,4.47,8.37,2.86,1.32,0.636,39,24,32,312,639,34,57,1,Wanapum,1
49.27,3.249,13.55,14.34,0.233,5.4,9.35,2.48,1.09,0.78,40,107,25,290,481,15,58,1,Wanapum,1
54.3,2.086,13.8,12.24,0.214,4.06,8.03,3.03,1.6,0.4,37,24,39,322,602,22,58,1,GrandeRonde,2
57.52,2.244,13.78,10.61,0.19,3.04,6.74,3.29,2.01,0.325,31,10,54,320,753,24,58,1,GrandeRonde,2
50.4,3.336,13.86,12.75,0.21,4.94,9.43,2.8,1.21,0.813,41,97,27,297,522,31,58,1,Wanapum,1
48.96,2.234,15.15,10.86,0.186,7.59,11.38,2.45,0.42,0.516,32,272,4,250,421,33,58,1,SaddleMountains,0
52.18,3.082,13.19,13.75,0.208,4.06,8.3,2.84,1.56,0.587,45,30,33,307,557,21,59,1,Wanapum,1
50.13,3.259,13.64,13.17,0.234,5.45,9.17,2.75,1.15,0.806,36,91,26,281,543,25,60,1,Wanapum,1
49.74,3.312,13.84,13.82,0.254,4.64,9.45,2.7,1.14,0.823,41,94,29,307,560,28,60,1,Wanapum,1
50.22,3.34,13.85,12.69,0.247,5.13,9.57,2.54,1.37,0.795,32,112,27,289,510,33,60,1,Wanapum,1
51.37,3.135,13.45,13.91,0.225,4.36,8.54,2.6,1.47,0.702,40,44,30,308,509,26,61,1,Wanapum,1
49.79,3.222,13.45,14.14,0.236,5.23,9.2,2.63,1.07,0.779,38,98,30,298,541,27,61,1,Wanapum,1
55.81,2.274,14.28,10.54,0.179,3.82,7.88,3.25,1.32,0.389,36,32,29,338,750,0.1,62,1,GrandeRonde,2
50.44,3.146,13.44,13.72,0.231,5.15,9.08,2.71,1.08,0.771,38,112,27,278,461,20,62,1,Wanapum,1
50.06,3.627,12.71,15.31,0.25,4.41,8.6,2.61,1.39,0.786,37,38,30,291,581,22,62,1,Wanapum,1
54.3,2.154,14.01,11.61,0.193,4.44,8.2,3.16,1.38,0.319,32,41,33,337,506,23,65,1,GrandeRonde,2
50.93,3.238,13.27,14.14,0.245,4.29,8.6,2.97,1.37,0.703,45,36,30,310,536,25,65,1,Wanapum,1
50.76,3.096,13.9,12.82,0.212,5.19,9.26,2.63,1.14,0.76,42,104,24,294,458,13,66,1,Wanapum,1
49.18,2.527,14.25,12.2,0.197,6.9,10.85,2.47,0.58,0.587,43,262,9,228,442,34,67,1,SaddleMountains,0
52.29,2.998,13.09,15.05,0.208,3.58,7.82,2.68,1.72,0.33,30,27,57,258,526,34,67,1,SaddleMountains,0
52.12,2.961,13.46,13.3,0.22,4.46,8.32,2.88,1.59,0.437,38,35,31,278,653,22,68,1,SaddleMountains,0
51.37,3.299,14.4,12.03,0.209,3.68,10.26,2.58,1.1,0.793,45,102,26,305,813,24,68,1,Wanapum,1
48.43,3.341,13.07,14.36,0.224,6.03,10.15,2.59,0.77,0.768,42,180,10,241,493,27,70,1,SaddleMountains,0
48.44,3.339,13.07,14.36,0.225,6.03,10.16,2.59,0.77,0.768,42,180,10,241,493,27,70,1,SaddleMountains,0
50.63,3.29,13.86,12.62,0.216,5.25,9.35,2.72,1.03,0.791,34,100,22,299,529,27,70,1,Wanapum,1
49.29,2.536,14.27,11.97,0.197,6.76,11.22,2.36,0.57,0.588,39,259,10,243,376,14,71,1,SaddleMountains,0
51.78,2.767,13.64,13.54,0.212,4.71,8.75,2.74,1.24,0.375,34,42,26,293,615,30,72,1,SaddleMountains,0
55.15,1.97,15.02,9.67,0.16,3.86,8.77,2.85,1.73,0.537,36,44,44,309,1005,40,73,1,SaddleMountains,0
49.55,2.537,14.31,12.12,0.19,6.23,11.38,2.4,0.44,0.587,44,259,8,242,499,15,74,1,SaddleMountains,0
48.37,3.381,13.03,14.67,0.214,5.79,10.15,2.63,0.69,0.808,40,171,10,250,512,27,74,1,SaddleMountains,0
48.37,3.381,13.03,14.67,0.214,5.79,10.15,2.63,0.69,0.809,40,171,10,250,512,27,74,1,SaddleMountains,0
48.84,3.38,13.32,13.66,0.22,5.74,10.33,2.64,0.81,0.778,42,181,16,255,718,34,77,1,SaddleMountains,0
48.84,3.381,13.32,13.66,0.22,5.74,10.33,2.64,0.8,0.775,42,181,16,255,718,34,77,1,SaddleMountains,0
52.31,1.701,14.93,10.95,0.171,6.11,9.35,2.48,1.37,0.387,29,123,32,264,642,23,78,1,SaddleMountains,0
49.61,2.68,14.22,11.79,0.189,6.67,11.11,2.22,0.65,0.61,43,225,12,247,435,22,80,1,SaddleMountains,0
48.46,3.362,13.09,14.4,0.219,5.95,10.08,2.58,0.83,0.778,44,176,13,245,535,29,82,1,SaddleMountains,0
48.45,3.366,13.08,14.4,0.22,5.95,10.08,2.59,0.83,0.78,44,176,13,245,535,29,82,1,SaddleMountains,0
48.45,3.361,13.16,14.12,0.217,6.01,10.2,2.59,0.83,0.788,42,178,12,246,529,17,89,1,SaddleMountains,0
48.46,3.359,13.16,14.13,0.218,6.02,10.2,2.59,0.82,0.786,42,178,12,246,529,17,89,1,SaddleMountains,0
49.15,3.55,12.78,14.74,0.221,5.2,9.46,2.73,1.01,0.878,45,109,20,251,635,38,94,1,SaddleMountains,0
49.16,3.55,12.78,14.74,0.222,5.2,9.46,2.73,1,0.878,45,109,20,251,635,38,94,1,SaddleMountains,0
50.99,1.114,15.92,10.49,0.189,7.32,10.55,2.63,0.4,0.219,40,184,6,329,209,5,2,2,Wanapum,1
49.58,0.966,16.97,9.32,0.178,8.6,11.17,2.64,0.25,0.169,42,141,4,327,116,0.1,3,2,Wanapum,1
51.24,1.102,15.74,10.5,0.192,7.25,10.57,2.62,0.39,0.218,42,179,4,328,202,5,4,2,Wanapum,1
49.69,0.966,16.83,9.58,0.183,8.31,11.14,2.73,0.23,0.168,44,155,2,315,140,7,8,2,Wanapum,1
49.69,0.967,16.83,9.59,0.182,8.31,11.14,2.73,0.23,0.168,44,155,2,315,140,7,8,2,Wanapum,1
51.28,1.135,15.86,10.29,0.163,6.96,10.81,2.69,0.38,0.23,44,164,5,351,252,14,12,2,Wanapum,1
50.96,1.272,15.24,10.96,0.194,6.97,10.58,2.88,0.47,0.272,43,235,6,351,239,8,13,2,Wanapum,1
50.47,1.426,16.58,9.4,0.156,7.89,11.17,2.09,0.45,0.176,36,279,9,243,209,10,14,2,SaddleMountains,0
50.47,1.427,16.57,9.4,0.155,7.89,11.17,2.09,0.45,0.176,36,279,9,243,209,10,14,2,SaddleMountains,0
51.2,1.269,15.39,10.37,0.198,6.95,10.34,3.2,0.59,0.288,43,192,7,372,270,12,14,2,Wanapum,1
49.8,1.428,16.17,9.7,0.16,8.31,11.31,2.29,0.49,0.155,33,287,8,240,203,2,16,2,SaddleMountains,0
53.82,1.771,14.49,10.81,0.187,5.31,9.17,2.94,1.03,0.265,39,56,25,312,416,40,17,2,GrandeRonde,2
50.24,1.48,16.19,9.39,0.16,8.1,11.12,2.31,0.61,0.196,29,256,10,245,257,13,18,2,SaddleMountains,0
54.49,1.174,15.15,9.17,0.155,5.88,9.89,2.85,0.78,0.262,43,104,15,377,379,13,18,2,GrandeRonde,2
51.31,1.838,14.46,11.13,0.192,6.69,10.86,2.55,0.55,0.237,37,67,10,240,337,20,19,2,SaddleMountains,0
51.44,1.813,14.4,11.07,0.191,6.68,10.85,2.56,0.59,0.238,35,70,10,230,253,0.1,20,2,SaddleMountains,0
51.21,1.18,15.62,10.41,0.177,6.94,10.63,2.89,0.49,0.247,45,234,7,354,230,3,20,2,Wanapum,1
51.14,1.148,15.89,9.78,0.174,7.35,10.97,2.87,0.25,0.238,47,161,3,343,188,3,21,2,Wanapum,1
51.8,1.392,15.34,10.7,0.19,6.1,10.22,3.07,0.65,0.324,40,167,8,365,305,17,22,2,Wanapum,1
50.19,1.435,16.46,9.16,0.149,7.82,11.57,2.37,0.47,0.173,30,285,7,250,167,0.1,23,2,SaddleMountains,0
51.67,1.463,14.8,11.36,0.175,6.11,10,3.14,0.73,0.346,42,148,14,364,366,17,23,2,Wanapum,1
53.34,1.593,14.42,10.86,0.172,5.65,9.66,3.02,0.83,0.249,39,125,13,309,369,6,24,2,GrandeRonde,2
54.71,1.68,14.63,10.16,0.191,5.11,8.99,2.88,1.17,0.266,38,106,27,296,431,24,24,2,GrandeRonde,2
51.25,1.262,15.31,10.74,0.162,6.81,10.5,2.92,0.57,0.271,51,217,10,354,273,0.1,26,2,Wanapum,1
54.99,1.709,14.47,10.97,0.179,4.71,8.4,2.95,1.15,0.271,39,28,28,324,448,12,26,2,GrandeRonde,2
49.97,1.373,16.41,9.11,0.155,8.54,11.39,2.25,0.45,0.161,26,294,7,244,195,13,26,2,SaddleMountains,0
51.09,1.335,15.28,11.53,0.216,6.51,9.91,2.83,0.77,0.309,40,112,13,341,470,13,26,2,Wanapum,1
53.87,1.785,14.29,11.27,0.193,5.01,8.85,3.08,1.16,0.282,43,44,27,312,452,20,26,2,GrandeRonde,2
51.11,1.103,16.04,10.01,0.172,7.65,10.42,2.77,0.32,0.228,45,165,2,322,212,0.1,27,2,Wanapum,1
51.71,1.672,14.48,11.09,0.189,6.53,10.9,2.61,0.46,0.198,44,70,9,235,240,0.1,27,2,SaddleMountains,0
50.09,1.439,16.17,9.54,0.153,8.08,11.35,2.3,0.5,0.183,35,278,10,255,222,8,27,2,SaddleMountains,0
51.45,1.671,15.11,10.74,0.194,6.83,10.72,2.44,0.48,0.199,36,75,8,230,240,15,27,2,SaddleMountains,0
51.6,1.869,14.95,10.73,0.206,5.86,11.23,2.61,0.53,0.238,39,74,9,248,266,23,27,2,SaddleMountains,0
51.87,1.408,15.21,10.61,0.18,5.87,10.5,3.09,0.72,0.322,41,180,10,370,320,2,28,2,Wanapum,1
50.35,1.468,16.27,9.21,0.16,8.14,11.18,2.25,0.58,0.181,29,282,10,243,281,4,28,2,SaddleMountains,0
49.65,1.438,16.14,10.01,0.158,8.22,11.31,2.33,0.36,0.184,31,280,4,252,206,13,28,2,SaddleMountains,0
49.79,1.41,16.25,9.65,0.159,8.35,11.28,2.2,0.52,0.172,32,303,10,246,231,13,28,2,SaddleMountains,0
55.18,1.753,14.6,9.96,0.182,4.49,8.8,3.23,1.32,0.275,37,34,31,329,473,17,28,2,GrandeRonde,2
53.66,1.188,14.93,9.65,0.178,6.12,10.01,3.01,0.79,0.269,43,88,16,387,433,22,28,2,GrandeRonde,2
52.52,1.562,14.98,10.59,0.208,5.43,10.02,3.36,0.7,0.392,50,131,7,388,507,22,28,2,Wanapum,1
53.37,1.149,15.06,9.55,0.174,6.2,10.33,2.96,0.72,0.266,47,92,15,411,656,6,29,2,GrandeRonde,2
51.55,1.647,14.8,10.64,0.178,6.71,11.09,2.54,0.46,0.215,35,77,8,238,237,13,29,2,SaddleMountains,0
52.94,1.576,14.48,10.51,0.263,5.76,10.42,2.86,0.94,0.251,39,141,21,302,396,15,29,2,GrandeRonde,2
49.97,1.459,16.56,9.57,0.153,8.11,11.13,2.22,0.43,0.186,32,297,9,252,231,16,29,2,SaddleMountains,0
52.68,1.551,14.42,10.48,0.171,6.03,10.05,3.33,0.72,0.357,53,126,11,357,338,17,29,2,Wanapum,1
50.91,1.707,14.97,10.84,0.193,6.9,11.13,2.61,0.36,0.206,39,72,3,242,265,19,29,2,SaddleMountains,0
50.12,1.773,15.16,11.58,0.198,7.07,11.05,2.42,0.25,0.207,38,79,2,248,233,28,29,2,SaddleMountains,0
49.86,1.396,16.1,9.56,0.162,8.55,11.27,2.22,0.52,0.165,37,287,9,242,210,2,30,2,SaddleMountains,0
51.34,1.292,15.59,10.22,0.195,6.7,10.42,2.99,0.74,0.301,44,181,7,378,290,8,30,2,Wanapum,1
51.82,1.446,15.03,12,0.41,4.5,10.44,3.01,0.75,0.345,47,180,13,382,544,15,30,2,Wanapum,1
53.73,1.652,14.74,10.24,0.174,5.28,9.75,3.03,0.94,0.257,45,118,20,325,411,18,30,2,GrandeRonde,2
49.5,2.37,15.89,12.24,0.186,5.92,9.84,2.89,0.64,0.301,30,101,12,385,266,20,30,2,Imnaha,3
51.38,1.335,15.26,11.27,0.283,6.45,10.19,2.98,0.34,0.303,44,162,3,370,286,1,31,2,Wanapum,1
55,1.691,14.74,10.4,0.173,4.85,8.71,2.85,1.11,0.27,34,43,26,330,428,3,31,2,GrandeRonde,2
50.71,1.424,16.05,9.51,0.155,7.69,11.29,2.28,0.45,0.187,29,254,8,268,590,3,31,2,SaddleMountains,0
50.71,1.423,16.06,9.51,0.155,7.7,11.29,2.29,0.45,0.186,29,254,8,268,590,3,31,2,SaddleMountains,0
50.86,1.208,15.33,11.24,0.175,7.32,10.33,2.68,0.42,0.241,41,221,7,330,240,10,31,2,Wanapum,1
52.1,1.442,15.14,10.88,0.199,5.73,10.53,2.95,0.49,0.318,40,180,7,380,342,10,31,2,Wanapum,1
51.79,1.403,15.08,10.82,0.237,5.95,10.54,2.99,0.58,0.339,45,173,9,407,659,10,31,2,Wanapum,1
50.17,1.397,16.34,9.39,0.167,8.12,11.28,2.31,0.46,0.174,37,280,10,254,166,14,31,2,SaddleMountains,0
50.16,1.397,16.34,9.4,0.166,8.13,11.28,2.31,0.46,0.173,37,280,10,254,166,14,31,2,SaddleMountains,0
50.11,1.359,16.28,9.43,0.156,8.39,11.12,2.29,0.51,0.169,35,280,10,246,203,14,31,2,SaddleMountains,0
50.1,1.359,16.28,9.43,0.156,8.4,11.12,2.28,0.51,0.169,35,280,10,246,203,14,31,2,SaddleMountains,0
50.59,1.398,16.36,9.47,0.156,7.78,11.1,2.26,0.52,0.172,35,271,10,246,210,14,31,2,SaddleMountains,0
50.59,1.398,16.36,9.47,0.155,7.78,11.1,2.25,0.52,0.171,35,271,10,246,210,14,31,2,SaddleMountains,0
50.55,1.386,16.38,9.43,0.154,7.97,10.98,2.24,0.54,0.171,35,279,9,244,211,14,31,2,SaddleMountains,0
50.55,1.387,16.38,9.43,0.154,7.97,10.98,2.24,0.54,0.171,35,279,9,244,211,14,31,2,SaddleMountains,0
50.45,1.419,16.34,9.52,0.16,7.67,11.15,2.33,0.56,0.19,36,272,12,249,217,14,31,2,SaddleMountains,0
50.45,1.419,16.34,9.52,0.159,7.67,11.14,2.33,0.56,0.19,36,272,12,249,217,14,31,2,SaddleMountains,0
50.15,1.403,16.23,9.47,0.154,8.22,11.12,2.38,0.51,0.173,34,279,7,246,220,14,31,2,SaddleMountains,0
50.15,1.404,16.23,9.47,0.154,8.22,11.12,2.37,0.5,0.173,34,279,7,246,220,14,31,2,SaddleMountains,0
50.63,1.394,16.18,9.62,0.156,7.94,10.96,2.23,0.53,0.175,34,269,10,245,221,14,31,2,SaddleMountains,0
50.63,1.394,16.17,9.63,0.156,7.94,10.96,2.23,0.53,0.174,34,269,10,245,221,14,31,2,SaddleMountains,0
50.19,1.396,16.27,9.5,0.158,8.32,11.05,2.27,0.48,0.174,38,278,8,246,224,14,31,2,SaddleMountains,0
50.19,1.396,16.27,9.5,0.158,8.32,11.05,2.27,0.48,0.174,38,278,8,246,224,14,31,2,SaddleMountains,0
50.08,1.511,15.97,9.89,0.165,8.01,11.09,2.42,0.47,0.199,34,258,8,247,232,14,31,2,SaddleMountains,0
50.08,1.511,15.97,9.89,0.165,8.02,11.08,2.42,0.47,0.198,34,258,8,247,232,14,31,2,SaddleMountains,0
50.31,1.387,16.17,9.54,0.16,8.12,11.08,2.36,0.5,0.177,36,281,8,249,235,14,31,2,SaddleMountains,0
50.31,1.387,16.17,9.54,0.16,8.12,11.08,2.36,0.5,0.176,36,281,8,249,235,14,31,2,SaddleMountains,0
48.74,1.463,16.91,9.97,0.171,8.29,11.42,2.43,0.21,0.185,36,292,3,253,243,14,31,2,SaddleMountains,0
48.74,1.463,16.91,9.97,0.171,8.3,11.42,2.44,0.21,0.185,36,292,3,253,243,14,31,2,SaddleMountains,0
50.83,1.463,16.63,8.93,0.147,7.54,11.21,2.41,0.46,0.179,36,277,10,247,261,14,31,2,SaddleMountains,0
51.12,1.425,16.27,9.81,0.147,7.04,10.89,2.29,0.59,0.21,34,296,13,254,313,14,31,2,SaddleMountains,0
51.12,1.425,16.27,9.8,0.146,7.05,10.88,2.28,0.59,0.21,34,296,13,254,313,14,31,2,SaddleMountains,0
51.18,1.243,15.18,11.18,0.186,6.66,10.34,2.98,0.55,0.281,42,219,13,352,252,15,31,2,Wanapum,1
